﻿grade	subject	unit	question	answer	choice2	choice3	choice4	explanation	difficulty	tags
中学3年	数学	式の計算	式 (x+y+5)(x+y-3) を展開したときに現れる xy の係数を答えなさい。	2	-2	1	0	展開して整理します。	標準	展開
中学3年	数学	式の計算	式 x^2 - 1/25 を因数分解した結果として正しいものを選びなさい。	(x + 1/5)(x - 1/5)	(x - 1/5)^2	(x + 1/25)(x - 1/25)	(x + 1/5)^2	差の平方の公式を用います。	基本	因数分解
中学3年	数学	式の計算	式 x^2 - 100 を因数分解した結果として正しいものを選びなさい。	(x + 10)(x - 10)	(x - 10)^2	(x + 100)(x - 1)	x(x - 100)	「a^2 - b^2 = (a+b)(a-b) の公式を適用します。」	基本	因数分解
中学3年	数学	式の計算	式 x^2 - 81 を因数分解した結果を選びなさい。	(x + 9)(x - 9)	(x - 9)^2	(x + 81)(x - 1)	x(x - 81)	公式 a^2 - b^2 = (a+b)(a-b) を適用します。	基本	因数分解
中学3年	数学	式の計算	式 x^2 - 81 を因数分解した結果を選びなさい。[23, 24]	(x + 9)(x - 9)	(x - 9)^2	(x + 81)(x - 1)	x(x - 81)	「a^2 - b^2 = (a+b)(a-b) の公式を適用します。」[23, 24]	基本	因数分解
中学3年	数学	式の計算	式「(x + y + 1)(x + y + 2)」を展開しなさい。	x^2+2xy+y^2+3x+3y+2	x^2+y^2+3x+3y+2	x^2+2xy+y^2+2	(x+y)^2+2	x+yをMとおいて展開し、最後に元に戻して整理します。	挑戦	展開
中学3年	数学	式の計算	式「x^2 － 1/25」を因数分解しなさい。	(x + 1/5)(x － 1/5)	(x － 1/5)^2	(x + 1/25)(x － 1/25)	(x + 1/5)^2	公式 a^2 － b^2 = (a+b)(a-b) を利用します。	基本	因数分解
中学3年	数学	式の計算	乗法公式 (x+a)(x+b) の展開結果として正しいものを選びなさい。	x^2+(a+b)x+ab	x^2+abx+(a+b)	x^2+(a-b)x-ab	x^2+ax+b	基本的な乗法公式です。	基本	公式
中学3年	数学	式の計算	式 x^2 + 10x + 25 を因数分解しなさい。	(x + 5)^2	(x - 5)^2	(x + 2)(x + 5)	(x + 25)(x + 1)	和が10、積が25になる2つの数は5と5なので、公式 a^2 + 2ab + b^2 = (a+b)^2 を利用します。	基本	因数分解
中学3年	数学	式の計算	式 (x + y)^2 - 25 を因数分解しなさい。	(x + y + 5)(x + y - 5)	(x + y - 5)^2	(x + y + 25)(x + y - 1)	x^2 + 2xy + y^2 - 25	公式 a^2 - b^2 = (a + b)(a - b) において、a = x + y、b = 5 とおいて利用します。	標準	因数分解
中学3年	数学	式の計算	式 (a + b + 2)(a + b - 4) を展開しなさい。	(a+b)^2 - 2(a+b) - 8	(a+b)^2 + 8	a^2 + b^2 - 8	(a+b)^2 - 4	a + b を X と置くことで、(X + 2)(X - 4) = X^2 - 2X - 8 となり、これを元に戻して展開します。	標準	展開
中学3年	数学	式の計算	式 (a + b + 2)(a + b - 4) を展開した結果として正しいものを選びなさい。	(a+b)^2 - 2(a+b) - 8	a^2 + b^2 - 8	(a+b)^2 - 8	a^2 + 2ab + b^2 + 8	a + b を X と置いて展開すると、X^2 - 2X - 8 となります。	標準	展開
中学3年	数学	式の計算	式「x^2 － 81」を因数分解しなさい。	(x + 9)(x － 9)	(x － 9)^2	(x + 81)(x － 1)	x(x － 81)	和と差の積の公式 a^2 － b^2 = (a + b)(a － b) を利用します。	基本	因数分解
中学3年	数学	式の計算	式 (a + b + 1)(a + b + 2) を展開しなさい。	(a + b)^2 + 3(a + b) + 2	(a + b)^2 + 2	a^2 + b^2 + 3	a^2 + b^2 + 3a + 3b + 2	a + b を M とおいて、(M + 1)(M + 2) = M^2 + 3M + 2 としてから元に戻します。	標準	展開
中学3年	数学	式の計算	「(x + y)(2x - 3y) - (x - 2y)^2 + 9y^2」を因数分解しなさい。	(x + y)(x + 2y)	(x - y)(x + 2y)	(x + y)(2x + y)	(x + y)^2	式を展開して整理すると x^2 + 3xy + 2y^2 となり，これを因数分解すると (x + y)(x + 2y) になります。	挑戦	因数分解
中学3年	数学	式の計算	「自然数 n を 12 で割り，商をさらに 12 で割る操作を商が 0 になるまで繰り返し，余りを右から順に並べる」とき，最終的な記録が 345 となる自然数 n を求めなさい。	485	345	437	500	(3 × 12^2) + (4 × 12^1) + (5 × 12^0) = 432 + 48 + 5 = 485 と計算します。	挑戦	数論
中学3年	数学	式の計算	「504」の約数の個数と，約数の総和をそれぞれ求めなさい。	個数：24個，総和：1560	個数：20個，総和：1240	個数：12個，総和：1008	個数：24個，総和：504	自然数を素因数分解して n = a^p × b^q と表せるとき，約数の個数は (p+1)(q+1) 個となります。	挑戦	数論
中学3年	数学	式の計算	「504」の約数の個数を求めなさい。	24個	12個	20個	16個	504=2^3 ×3^2 ×7^1  と素因数分解できます。約数の個数は (3+1)(2+1)(1+1)=4×3×2=24 個です。	挑戦	数論
中学3年	数学	式の計算	「3x^2 - 12」を因数分解しなさい。	3(x+2)(x-2)	3(x-2)^2	(3x+6)(x-2)	3(x^2-4)	まず共通因数3をくくり出し、次にかっこの中を 2乗の差の公式で因数分解します。	標準	因数分解
中学3年	数学	式の計算	4x^2 - 12x + 9 を因数分解しなさい。	(2x - 3)^2	(2x + 3)^2	(4x - 3)(x - 3)	(2x - 9)^2	公式 a^2 - 2ab + b^2 = (a-b)^2 を利用します。	標準	因数分解
中学3年	数学	式の計算	x^2 - (y - 1)^2 を因数分解しなさい。	(x + y - 1)(x - y + 1)	(x + y + 1)(x - y - 1)	(x + y - 1)(x - y - 1)	(x - y + 1)^2	公式 a^2 - b^2 = (a + b)(a - b) を利用して分解します。	標準	因数分解
中学3年	数学	式の計算	x^2 - 13x + 36 を因数分解しなさい。	(x - 4)(x - 9)	(x + 4)(x + 9)	(x - 6)^2	(x - 3)(x - 12)	和が-13、積が36になる2つの数 -4 と -9 を見つけます。[35, 36]	標準	因数分解
中学3年	数学	式の計算	x^2 - 25 を因数分解しなさい。	(x+5)(x-5)	(x-5)^2	(x+5)^2	(x+25)(x-1)	公式 a^2 - b^2 = (a+b)(a-b) を利用します。[5, 26]	基本	因数分解
中学3年	数学	式の計算	x^2 - 49 を因数分解しなさい。	(x+7)(x-7)	(x-7)^2	(x+7)^2	(x+49)(x-1)	公式 a^2 - b^2 = (a+b)(a-b) を利用します。[18, 19]	基本	因数分解
中学3年	数学	式の計算	x^2 - 6x + 5 を因数分解しなさい。	(x-1)(x-5)	(x-2)(x-3)	(x+1)(x+5)	(x-1)(x+5)	和が-6で積が5になる2つの数-1と-5を見つけます [4]。	標準	因数分解
中学3年	数学	式の計算	x^2 + 7x + 10 を因数分解しなさい。	(x+2)(x+5)	(x-2)(x-5)	(x+1)(x+10)	(x-1)(x-10)	和が7、積が10になる2つの数2と5を見つけ、(x+a)(x+b)の形にします。[5, 6]	基本	因数分解
中学3年	数学	式の計算	x^2 + 7x + 10 を因数分解しなさい。	(x+2)(x+5)	(x-2)(x-5)	(x+1)(x+10)	(x-1)(x-10)	和が7で積が10になる2つの数2と5を使います [14]。	基本	因数分解
中学3年	数学	式の計算	x^2-25 を因数分解しなさい。	(x+5)(x-5)	(x-5)^2	(x+5)^2	(x+25)(x-25)	公式 a^2-b^2=(a+b)(a-b) を利用します。	基本	因数分解
中学3年	数学	式の計算	式 2x^2 + 12x + 18 を因数分解しなさい。	2(x + 3)^2	2(x + 9)(x + 1)	(2x + 6)^2	2(x - 3)^2	まず共通因数 2 をくくり出し、2(x^2 + 6x + 9) としてから公式を使います。	標準	因数分解
中学3年	数学	相似な図形	「高さ6cm、底面の直径15cmのケーキA」と「高さ8cm、底面の直径20cmのケーキB」の相似比は？	3:4	6:8	15:20	9:16	高さの比 6:8 も直径の比 15:20 も、約分するとどちらも 3:4 になります。	標準	相似
中学3年	数学	相似な図形	「高さ6cm・直径15cmのケーキA」と「高さ8cm・直径20cmのケーキB」の相似比を求めなさい。	3 : 4	6 : 8	15 : 20	9 : 16	高さの比 6:8 も直径の比 15:20 も、約分すると 3:4 になります [26]。"	標準	相似
中学3年	数学	相似な図形	「三角形の2辺の中点を結ぶ線分は、残りの1辺に平行で、長さはその半分である」これを何といいますか。	中点連結定理	相似の定理	平行線の性質	三平方の定理	三角形における相似の特別なケースを示す重要な定理です。	基本	図形
中学3年	数学	相似な図形	「三角形の中点連結定理」において、中点を結んだ線分の長さは底辺の長さの何倍ですか。	1/2倍	2倍	1倍	1/4倍	中点連結定理により、結んだ線分は底辺と平行で、長さは半分になります。	基本	図形
中学3年	数学	相似な図形	「身長160cmの人が鏡から離れて全身を映すとき、最低限必要な鏡の縦の長さ」は？	80cm	160cm	40cm	120cm	反射の法則と相似比の関係から、全身を映すには身長の半分の長さの鏡が必要です [24, 25]。"	挑戦	相似
中学3年	数学	相似な図形	「相似比が 1:2 の2つの円」の面積比を求めなさい。	1:4	1:2	1:8	1:1.41	面積比は相似比の2乗になるため、1^2 : 2^2 = 1:4 となります。	基本	相似
中学3年	数学	相似な図形	「相似比が 1:2 の2つの球」について、表面積の比を求めなさい。	1:4	1:2	1:8	1:1.41	面積の比は相似比の2乗になるため、1^2 : 2^2 = 1:4 です。	基本	相似
中学3年	数学	相似な図形	「相似比が 1:2 の2つの球」について、表面積の比を求めなさい。	1:4	1:2	1:8	1:1.41	面積の比は相似比の2乗になるため、1^2 : 2^2 = 1:4 です。	基本	相似
中学3年	数学	相似な図形	「長さ1mの棒の影が1.8mのとき、影の長さが25.2mである校舎の高さ」を求めなさい。	14m	45.36m	10m	18m	（棒の高さ）:（棒の影）＝（校舎の高さ）:（校舎の影）の比の性質を利用します。	標準	相似
中学3年	数学	相似な図形	△ABC∽△DEFで相似比が2:3、BC=12のとき、対応する辺EFの長さを求めなさい。	18	8	12	6	相似比 2:3 = 12:EF という比例式を立てて、2×EF=36 より求めます。	標準	図形
中学3年	数学	相似な図形	△ABC∽△DEFで相似比が3:2のとき、面積の比を求めなさい。	9:4	3:2	27:8	6:4	相似な図形の面積比は、相似比の2乗になります。	基本	相似
中学3年	数学	相似な図形	△ABCの辺ABを3:2に分ける点をDとし、Dを通りBCに平行な直線とACの交点をEとする。BC=10cmのとき、DEの長さは？	6cm	4cm	15cm	7.5cm	△ADE∽△ABCで、相似比は AD:AB = 3:5。10 * (3/5) = 6cm となります。	標準	相似
中学3年	数学	相似な図形	2つの相似な円柱の高さの比が 2 : 3 のとき、体積の比を求めなさい。	8 : 27	4 : 9	2 : 3	16 : 81	相似比が m : n のとき、体積比は m^3 : n^3 になります。	基本	相似
中学3年	数学	相似な図形	2つの相似な図形の相似比が m:n のとき、面積比はどうなりますか。	m^2:n^2	m:n	m^3:n^3	2m:2n	相似な図形の面積比は、相似比の2乗に等しくなります。[33]	標準	相似
中学3年	数学	相似な図形	2つの相似な立体の相似比が m:n のとき、体積比はどうなりますか。	m^3:n^3	m:n	m^2:n^2	3m:3n	相似な図形の面積比は2乗、体積比は3乗の比になります。[29, 30]	標準	相似
中学3年	数学	相似な図形	高さの比が 3 : 4 である相似な2つの円柱の形をしたケーキの、体積の比を求めなさい。	27 : 64	3 : 4	9 : 16	6 : 8	「相似な立体の体積比は、相似比の3乗の比になります。」	標準	相似
中学3年	数学	相似な図形	高さの比が 3:4 である相似な2つの円柱の形をしたケーキの体積比を求めなさい。	27:64	3:4	9:16	6:8	体積比は相似比の3乗です。	標準	相似
中学3年	数学	相似な図形	身長160cmの人が鏡から離れて全身を映すとき、最低限必要な鏡の縦の長さは？	80cm	160cm	40cm	120cm	反射の法則と相似比の関係から、身長の半分の長さがあれば全身を映せます。	挑戦	相似
中学3年	数学	相似な図形	身長160cmの人が鏡から離れて全身を映すとき最低限必要な鏡の縦の長さは何cmですか。	80cm	160cm	40cm	120cm	相似の関係から身長の半分になります。	挑戦	相似
中学3年	数学	相似な図形	相似な2つの立体の相似比が 2:3 のとき、その「表面積の比」を求めなさい。	4:9	2:3	8:27	16:81	相似な図形の面積比（表面積比）は、相似比の2乗の比になります。	標準	相似
中学3年	数学	相似な図形	相似な図形を表すときに使う記号を選びなさい。	∽	≡	∽∽	≅	相似であることを示すには記号「∽」を使います [11]。	基本	相似
中学3年	数学	相似な図形	相似比が 1:2 の2つの球の「表面積の比」を求めなさい。	1:4	1:2	1:8	1:1.41	面積の比は相似比の2乗になるため、1^2:2^2 = 1:4 となります。	基本	相似
中学3年	数学	相似な図形	相似比が 1:3 の2つの立体の「体積比」を求めなさい。	1:27	1:3	1:9	1:6	相似な立体の体積比は、相似比の3乗の比になります。	基本	相似
中学3年	数学	相似な図形	相似比が 2 : 3 である相似な立体の「体積比」を求めなさい。	8 : 27	4 : 9	2 : 3	16 : 81	相似な立体の体積比は、相似比の3乗の比になります。	標準	相似
中学3年	数学	相似な図形	相似比が 2:3 である相似な立体の「体積比」を求めなさい。	8:27	4:9	2:3	16:81	相似な立体の体積比は、相似比の3乗の比になります。	基本	相似
中学3年	数学	相似な図形	相似比が 3 : 4 の2つの図形の面積比を求めなさい。	9:16	3:4	6:8	27:64	相似な図形の面積比は、相似比の2乗に等しくなります。[15, 16]	標準	図形
中学3年	数学	相似な図形	相似比が 3 : 5 である2つの図形の「面積比」を求めなさい。	9 : 25	3 : 5	6 : 10	27 : 125	面積の比は、相似比の2乗に等しくなります。	基本	相似
中学3年	数学	相似な図形	相似な2つの立体の相似比が 1:2 のとき、体積の比を求めなさい。	1:8	1:2	1:4	1:6	相似な立体の体積比は、相似比の3乗の比になります。1^3 : 2^3 = 1:8 です。	基本	相似
中学3年	数学	相似な図形	相似な2つの立体の相似比が 2 : 3 のとき、その「表面積の比」を求めなさい。	4 : 9	8 : 27	2 : 3	16 : 81	相似な立体の表面積の比（面積の比）は、相似比の2乗の比になります。	標準	相似
中学3年	数学	相似な図形	相似な2つの立体の「表面積の比」が 4 : 9 のとき、それらの「相似比」を求めなさい。	2 : 3	4 : 9	8 : 27	16 : 81	面積の比は相似比の2乗の比になるため、√4 : √9 = 2 : 3 が相似比となります。	標準	相似
中学3年	数学	相似な図形	相似な2つの円柱 A, B があり、高さの比が 3 : 4 です。このとき、体積の比を求めなさい。	27 : 64	9 : 16	3 : 4	81 : 256	相似比が m : n のとき、体積比は m^3 : n^3 になります。	標準	相似
中学3年	数学	相似な図形	「相似比が 3 : 5 である 2つの図形」の面積比を求めなさい。	9 : 25	3 : 5	6 : 10	27 : 125	相似な図形の面積比は，相似比の2乗の比に等しくなります。	基本	相似
中学3年	数学	相似な図形	「三角形の 2辺の中点を結ぶ線分は、残りの 1辺に平行で、長さはその半分である」という定理を何といいますか。	中点連結定理	相似の定理	平行線の性質	三平方の定理	三角形の相似比 1:2 を利用した非常に有名な定理です。	基本	図形
中学3年	数学	相似な図形	「身長 160 cmの人が，鏡の前に立って自分の全身を映す」ために，最低限必要な鏡の縦の長さは何cmですか。	80 cm	160 cm	40 cm	120 cm	反射の法則による相似比の関係から，全身を映すには身長のちょうど半分の長さの鏡が必要です。	挑戦	相似
中学3年	数学	相似な図形	「円錐の容器にコップ 1 杯の水を入れたところ，深さが容器の半分」になりました。この容器をいっぱいにするには，あと何杯の水を入れる必要がありますか。	7杯	3杯	4杯	8杯	相似比が 1:2 のとき体積比は 1:8 になるため，全体（8）からすでに入っている量（1）を引くと 7 杯分となります。	挑戦	相似
中学3年	数学	相似な図形	「底面の半径が 15 cm，高さが 6 cm の円柱 A」と「底面の半径が 20 cm，高さが 8 cm の円柱 B」のケーキがあります。どちらのケーキがお得かを考える際，比較すべき値は何ですか。	1円あたりの体積（または体積比と価格比）	ケーキの表面積	ケーキの高さ	底面の直径のみ	相似比は 15:20 = 3:4 なので，体積比は 27:64 となります。これと価格を比較して判断します。	挑戦	相似
中学3年	数学	相似な図形	円錐の容器にコップ 1 杯の水を入れたところ，深さが容器の半分になりました。この容器をいっぱいにするには，あと何杯の水を入れる必要がありますか。	7杯	3杯	4杯	8杯	容器全体と水の入った部分は相似で，相似比は 2 : 1 です。体積比は 2^3 :1^3 =8:1 なので，残りは 8−1=7 杯分です。	挑戦	相似
中学3年	数学	二次関数	「yはxの2乗に比例する」関係を表す式を選びなさい。	y = ax^2	y = ax	y = a/x	y = ax + b	比例定数aを用いたこの形を2乗に比例する関数といいます [26]。	基本	関数
中学3年	数学	二次関数	y = 1/2 x^2 について、xの値が2から6まで増加するときの変化の割合を求めなさい。	4	2	8	16	yの値は2から18まで増加します。(18-2)/(6-2) = 16/4 = 4 となります。	標準	関数
中学3年	数学	二次関数	関数 y = -1/2 x^2 において、xの変域が -4 ≦ x ≦ 2 のとき、yの変域を求めなさい。	-8 ≦ y ≦ 0	-8 ≦ y ≦ -2	0 ≦ y ≦ 8	-2 ≦ y ≦ 0	最大値と最小値を調べます。	標準	関数
中学3年	数学	二次関数	関数 y = -1/2 x^2 について、xの値が -4 から 2 まで増加するときの変化の割合を求めなさい。	1	2	-1	-2	yの値は -8 から -2 まで変化します。(-2 - (-8)) / (2 - (-4)) = 6 / 6 = 1 です。	標準	関数
中学3年	数学	二次関数	関数 y = 2x^2 で、x = -3 のときのyの値を求めなさい。	18	-18	12	6	y = 2 × (-3)^2 = 2 × 9 = 18 と計算します。[15, 22]	基本	関数
中学3年	数学	二次関数	関数 y = 2x^2 について、xの値が1から3まで増加するときの変化の割合を求めなさい。	8	4	16	2	yの値は2から18まで増加します。(18-2)/(3-1) = 16/2 = 8 です。	標準	関数
中学3年	数学	二次関数	関数 y = 2x^2 について、xの変域が －1 ≦ x ≦ 3 のとき、yの最小値を求めなさい。	0	2	18	-1	x = 0 が変域に含まれるため、グラフの頂点である y = 0 が最小値になります。	標準	関数
中学3年	数学	二次関数	関数 y = 3x^2 において、xの変域が 1 ≦ x ≦ 5 のとき、yの変域を求めなさい。	3 ≦ y ≦ 75	0 ≦ y ≦ 75	3 ≦ y ≦ 15	1 ≦ y ≦ 25	x=1のときy=3、x=5のときy=75。x=0を含まないため、そのまま代入した値が範囲となります。	標準	関数
中学3年	数学	二次関数	関数 y = ax^2 と y = －5x^2 のグラフが x軸を対称の軸として線対称であるとき、aの値は？	5	-5	1/5	-1/5	x軸に関して線対称なグラフは、比例定数の符号が逆になります。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 において、x の値が 3 から 5 まで増加するときの変化の割合が 4 であった。a の値を求めなさい。	0.5	1	2	4	「変化の割合は a(3+5)=8a となり、8a=4 より a=0.5 を導きます。」	挑戦	関数
中学3年	数学	二次関数	関数 y = ax^2 において「xの変域が -4 ≦ x ≦ 2 のとき、yの最大値が 8」である。aの値を求めなさい。	0.5	2	4	0.25	x = -4のときにyが最大値をとるので、8 = a * (-4)^2 を解いて a=0.5 を得ます。	挑戦	関数
中学3年	数学	二次関数	関数 y = ax^2 において「xの変域が -4 ≦ x ≦ 2 のとき、yの最大値が 8」となるaの値は？	0.5	2	4	0.25	x = -4 のとき最大値 8 をとるため、8 = a * (-4)^2 を解いて a=0.5 となります [23]。"	標準	関数
中学3年	数学	二次関数	関数 y = ax^2 において「xの変域が-4 ≦ x ≦ 2 のとき、yの最大値が 8」である。aの値を求めなさい。	0.5	2	4	0.25	x = -4のときに最大値をとるので、8 = a * (-4)^2 より a = 8/16 = 0.5 となります。	挑戦	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x = 2 のとき y = 12 である。aの値を求めなさい。	3	4	6	12	12 = a * 2^2 より、12 = 4a となり a = 3 です [16]。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x = 2 のとき y = 12 である。aの値を求めなさい。	3	4	6	12	12 = a * 2^2 より、12 = 4a となり a = 3 です。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x = 2 のとき y = 12 である。比例定数aを求めなさい。	3	4	6	12	12 = a × 2^2 より、12 = 4a。よって a = 3 となります。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x = 2 のとき y = 12である。aの値を求めなさい。[29, 30]	3	4	6	12	「12 = a * 2^2 より、12 = 4a となり a = 3 です。」[29, 30]	基本	関数
中学3年	数学	二次関数	関数 y = -x^2 について、xの変域が -1 ≦ x ≦ 1 のとき、yの変域を求めなさい。	-1 ≦ y ≦ 0	0 ≦ y ≦ 1	-1 ≦ y ≦ 1	y = 0	x=0で最大値0、x=1または-1で最小値-1をとります。グラフの向きに注意が必要です。	標準	関数
中学3年	数学	二次関数	関数 y = x^2 について、xの変域が -1 ≦ x ≦ 2 のとき、yの変域を求めなさい。	0 ≦ y ≦ 4	1 ≦ y ≦ 4	-1 ≦ y ≦ 4	0 ≦ y ≦ 2	x=0のときに最小値0をとり、x=2のときに最大値4をとります。	標準	関数
中学3年	数学	二次関数	関数 y=3x^2 で、x=2のときのyの値を求めなさい。	12	6	36	18	y = 3 × 2^2 = 3 × 4 = 12 と計算します。[22, 23]	基本	関数
中学3年	数学	二次関数	関数 y=ax^2 において x が3から5まで増加するときの変化の割合が4であった。aの値を求めなさい。	0.5	1	2	4	変化の割合は a(3+5)=8a です。	標準	関数
中学3年	数学	二次関数	関数 y = ax^2 について、a > 0 のときグラフはどのような形になりますか。	上に開いた放物線	下に開いた放物線	右上がりの直線	双曲線	比例定数 a が正のとき、グラフは原点を頂点として上に開く形（下に凸）になります。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x = 2 のとき y = 16 です。このときの比例定数 a の値を求めなさい。	4	8	2	32	y = ax^2 に値を代入して 16 = a × 2^2 = 4a より、a = 4 を得ます。	基本	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x の値が p から q まで増加するときの変化の割合を求める公式を選びなさい。	a(p + q)	a(p - q)	apq	a / (p + q)	二次関数における変化の割合は、a(p + q) という簡略化された式で計算することが可能です。	標準	関数
中学3年	数学	二次関数	関数 y = ax^2 について、x の値が 3 から 5 まで増加するときの変化の割合が 4 でした。a の値を求めなさい。	0.5	1	2	4	変化の割合の公式 a(p + q) = 4 に代入して、a(3 + 5) = 8a = 4 より求めます。	標準	関数
中学3年	数学	二次関数	「y は x の 2乗に比例し，x = 2 のとき y = 12 である」とき，比例定数 a の値を求めなさい。	3	4	6	12	y = ax^2 の式に値を代入し，12 = a × 2^2 = 4a より求めます。	基本	関数
中学3年	数学	二次関数	関数 y = 1/4 x^2 について、x の変域が -2 ≦ x ≦ 4 のとき、y の変域を求めなさい。	0 ≦ y ≦ 4	1 ≦ y ≦ 4	-1 ≦ y ≦ 4	0 ≦ y ≦ 1	x = 0 のとき最小値 0 をとり、x = 4 のとき最大値 4 をとります。	標準	関数
中学3年	数学	二次関数	「関数 y = ax^2 について，x の値が 3 から 5 まで増加するときの変化の割合が 4」であったとき，比例定数 a の値を求めなさい。	0.5	1	2	4	変化の割合の簡略公式 a(p + q) を利用し，a(3 + 5) = 8a = 4 より a = 0.5 と導きます。	挑戦	関数
中学3年	数学	二次関数	「縦 10 cm，横 6 cm の長方形 ABCD で，点 P は A から B まで秒速 1 cm，点 Q は C から D まで秒速 1/3 cm で動く」とき，BP と BQ を 2 辺とする長方形の面積が長方形 ABCD の 1/10 になるのは出発から何秒後ですか。	6秒後（および3秒後）	4秒後	5秒後	10秒後	(10−x)×(1/3 x) = 60×1/10 という方程式を立てると x^2−10x+18=0 となり計算により 6秒後 と導かれます。	挑戦	動点
中学3年	数学	二次関数	関数 y=ax^2  において，x の値が 3 から 5 まで増加するときの変化の割合が 4 でした。比例定数 a の値を求めなさい。	0.5	1	2	4	変化の割合の公式 a(p+q)=変化の割合 を利用します。a(3+5)=8a=4 より，a=0.5 を導き出します。	挑戦	関数
中学3年	数学	二次方程式	(x+2)(x+4)=-1 を整理して解きなさい。	x=-3	x=-2と-4	x=3	x=-1	平方完成で解けます。	標準	方程式
中学3年	数学	二次方程式	(x-3)(x+5)=0 を解きなさい。	x=3とx=-5	x=-3とx=5	x=3とx=5	x=-3とx=-5	積が0になることからx-3=0またはx+5=0となる値を求めます。[6]	基本	方程式
中学3年	数学	二次方程式	「x^2 - 5x = 0」を解きなさい。	x=0と5	x=5	x=±5	x=0と-5	左辺を x(x-5) = 0 と因数分解し、x=0 または x-5=0 を導きます。	基本	方程式
中学3年	数学	二次方程式	「連続する2つの正の整数があり、それぞれの2乗の和が 145」であるとき、小さい方の数は？	8	7	9	12	x^2 + (x+1)^2 = 145 を解くと x=8 となります [23]。	標準	文章題
中学3年	数学	二次方程式	「連続する2つの正の整数があり、それぞれの2乗の和が 145」であるとき、小さい方の数は？[44]	8	7	9	12	「x^2 + (x+1)^2 = 145 を解くと x=8 となります。」[44]	標準	文章題
中学3年	数学	二次方程式	「連続する2つの正の整数があり、それぞれの2乗の和が145である」この2つの数を求めなさい。	8と9	7と8	9と10	6と7	x^2 + (x+1)^2 = 145 を解くと、2x^2+2x-144=0 より x=8 が得られます。	標準	文章題
中学3年	数学	二次方程式	「連続する2つの正の整数があり、それぞれの2乗の和が145である」この2つの数を求めなさい。	8と9	7と8	9と10	12と13	x^2 + (x+1)^2 = 145 を解くと、2x^2+2x-144=0 より x=8 が導かれます。	標準	文章題
中学3年	数学	二次方程式	2次方程式 (x - 2)^2 = 9 を解きなさい。	x = 5と-1	x = 5と1	x = 11と-7	x = 3と-3	x-2 = ±3 より、x = 2+3=5 と x = 2-3=-1 となります。[47, 48]	標準	方程式
中学3年	数学	二次方程式	2次方程式 (x+2)(x-2) = 5x - 4 を解きなさい。	x=0と5	x=2と-2	x=4	-4と-1	左辺を展開して x^2-4 = 5x-4。整理して x^2-5x = 0。因数分解して解を求めます。	挑戦	方程式
中学3年	数学	二次方程式	2次方程式 ax^2 + bx + c = 0 の解の公式を答えなさい。	x = (-b ± √(b^2 - 4ac)) / 2a	x = (-b ± √(b^2 + 4ac)) / 2a	x = (b ± √(b^2 - 4ac)) / 2a	x = -b / 2a	解の公式は2次方程式の係数を代入して解を求める最も基本的な公式です。[12, 13]	基本	方程式
中学3年	数学	二次方程式	2次方程式 ax^2 + bx + c = 0 の解を求める公式の分母は何ですか。	2a	a	4ac	b^2	解の公式の分母は「2a」となります [23]。	基本	方程式
中学3年	数学	二次方程式	x^2 - 13x + 36 = 0 を解きなさい。	x=4とx=9	x=-4とx=-9	x=6	x=-6とx=6	左辺を因数分解すると (x-4)(x-9)=0 となるため、解は4と9です。[29, 30]	標準	方程式
中学3年	数学	二次方程式	x^2 - 16 = 0 を解きなさい。	x=±4	x=4	x=16	x=±8	x^2 = 16 より、xは16の平方根である ±4 となります。[5, 12]	基本	方程式
中学3年	数学	二次方程式	x^2 + 10x + 25 = 0 を解きなさい。	x = -5	x = 5	x = ±5	解なし	左辺を (x + 5)^2 = 0 と因数分解すると、重解 x = -5 が得られます。	基本	方程式
中学3年	数学	二次方程式	x^2 + 5x + 6 = 0 の解を求めなさい。	x=-2と-3	x=2と3	x=-2と3	x=2と-3	左辺を (x+2)(x+3)=0 と因数分解して解を求めます。	基本	方程式
中学3年	数学	二次方程式	x^2-5=0 を解きなさい。	x=±√5	x=5	x=25	x=√5	平方根の考え方を利用し、x^2=5 から xは5の平方根であることを求めます。	基本	方程式
中学3年	数学	二次方程式	カレンダーで「ある日の真上と真下の数をかけると207になる」とき、その日はいつですか。	16日	14日	15日	17日	(x-7)(x+7) = 207 を解くと、x^2 - 49 = 207 より x^2 = 256。x = 16日です。	標準	方程式
中学3年	数学	二次方程式	カレンダーで「ある日の真上と真下の数をかけると207になる」とき、その日は何日ですか。	16日	14日	15日	17日	(x-7)(x+7) = 207 を解くと、x^2 - 49 = 207 より x^2 = 256。x = 16日です。	標準	方程式
中学3年	数学	二次方程式	カレンダーで「ある日の真上の数と真下の数をかけると207になる」とき、その日はいつか求めなさい。	16日	14日	15日	17日	xをその日とすると (x-7)(x+7)=207。x^2-49=207 より x^2=256。x=16となります。	標準	方程式
